_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - marketValue,_ - ceo,_ - revenue,_ - headquarters,_ - industry,_ - state
gemdale,1029,Gemdale,China,704.6,8422,Ke Ling,4740,China,Real Estate,
general-dynamics,239,General Dynamics,United States,2965,42909,Phebe Novakovic,31469,Virginia,Aerospace & Defense,Virginia
general-electric,68,General Electric,United States,1678,285611,Jeffrey Immelt,122364,Connecticut,Conglomerates,Connecticut
general-growth-properties,742,General Growth Properties,United States,1374.6,25222,Sandeep Mathrani,2419,Illinois,Real Estate,Illinois
general-mills,383,General Mills,United States,1504.6,35997,Kendall Powell,16934,Minnesota,Food Processing,Minnesota
general-motors,43,General Motors,United States,9687,49552,Mary Barra,152356,Michigan,Auto & Truck Manufacturers,Michigan
generali-group,125,Generali Group,Italy,2253.3,24093,Philippe Donnet,97107,Italy,Diversified Insurance,
genting,1246,Genting,Malaysia,355,8994,Kok Lim,4630,Malaysia,Casinos & Gaming,
genting-hong-kong,1595,Genting Hong Kong,Hong Kong,2113.1,2876,Kok Lim,690,Hong Kong,Hotels & Motels,
genuine-parts,841,Genuine Parts,United States,702.7,14470,Paul Donahue,15262,Georgia,Specialty Stores,Georgia
genworth-financial,1142,Genworth Financial,United States,-615,1490,Thomas Mcinerney,8833,Virginia,Diversified Insurance,Virginia
george-weston,642,George Weston,Canada,411.9,11186,Willard Galen,36654,Canada,Food Retail,
gilead-sciences,118,Gilead Sciences,United States,18108,138078,John Milligan,32170,California,Biotechs,California
givaudan,1158,Givaudan,Switzerland,659.5,18070,Gilles Andrier,4565,Switzerland,Household/Personal Care,
gjensidige-forsikring,1402,Gjensidige Forsikring,Norway,469.4,8299,Helge Baastad,3145,Norway,Property & Casualty Insurance,
glaxosmithkline,100,GlaxoSmithKline,United Kingdom,12867.2,104243,Andrew Witty,36550,United Kingdom,Pharmaceuticals,
glencore-international,438,Glencore International,Switzerland,-4952.9,33566,Ivan Glasenberg,170510,Switzerland,Diversified Metals & Mining,
global-logistic-properties,1231,Global Logistic Properties,Singapore,647.8,6822,Ming Mei,777,Singapore,Real Estate,
goldcorp,1290,Goldcorp,Canada,-4403.5,14216,David Garofalo,4370,Canada,Diversified Metals & Mining,
golden-agri-resources,1879,Golden Agri-Resources,Singapore,-16.7,4002,Franky Widjaja,6502,Singapore,Food Processing,
goldman-sachs-group,77,Goldman Sachs Group,United States,4374,72964,Lloyd Blankfein,32792,New York,Investment Services,New York
goodman-group,1298,Goodman Group,Australia,1211.6,9288,Craig Edinger,1009,Australia,Real Estate,
goodyear,983,Goodyear,United States,307,8653,Richard Kramer,16443,Ohio,Auto & Truck Parts,Ohio
great-eagle-holdings,1937,Great Eagle Holdings,Hong Kong,427.3,2697,Ka Shui Lo,1088,Hong Kong,Hotels & Motels,
great-portland-estates,1808,Great Portland Estates,United Kingdom,977.1,3618,Toby Courtauld,197,United Kingdom,Real Estate,
great-wall-motor,796,Great Wall Motor,China,1284.4,10434,Fengying Wang,11630,China,Auto & Truck Manufacturers,
gree-electric-appliances,685,Gree Electric Appliances,China,2294.6,,Mingzhu Dong,19684,China,Household Appliances,
greenland-holdings-group,323,Greenland Holdings Group,China,773,24231,Jian Huang,20968,China,Real Estate,
grifols,1207,Grifols,Spain,590.1,13642,Víctor Roura,4363,Spain,Biotechs,
group-1-automotive,1995,Group 1 Automotive,United States,90.4,1348,Earl Hesterberg,10633,Texas,Specialty Stores,Texas
grupa-pzu,985,Grupa PZU,Poland,621,7811,Dariusz Krzewina,5292,Poland,Property & Casualty Insurance,
grupo-acs,474,Grupo ACS,Spain,804.3,10225,Florentino Rodríguez,38729,Spain,Construction Services,
grupo-aval,656,Grupo Aval,Colombia,778.9,8997,Luís Sarmiento,7454,Colombia,Investment Services,
grupo-bimbo,986,Grupo Bimbo,Mexico,329,13492,Daniel Montull,13770,Mexico,Food Processing,
grupo-carso,1430,Grupo Carso,Mexico,390.2,10515,José Zubizarreta,5556,Mexico,Conglomerates,
grupo-galicia,1840,Grupo Galicia,Argentina,468.5,3890,Pedro Richards,4185,Argentina,Regional Banks,
grupo-inbursa,937,Grupo Inbursa,Mexico,738.5,13260,Javier Izquierdo,3214,Mexico,Regional Banks,
grupo-mexico,612,Grupo Mexico,Mexico,1179.5,18525,Germán Mota-Velasco,8152,Mexico,Diversified Metals & Mining,
grupo-televisa,884,Grupo Televisa,Mexico,686.3,15641,Emilio Azcárraga-Jean,5545,Mexico,Broadcasting & Cable,
guangdong-electric,1916,Guangdong Electric Power,China,500.6,4308,Li Pan,4143,China,Electric Utilities,
guangdong-investment,1655,Guangdong Investment,Hong Kong,503.7,8543,Yin Wen,1183,Hong Kong,Diversified Utilities,
guangdong-wens-foodstuffs-group,817,Guangdong Wens Foodstuffs Group,China,987.3,26420,Peng Wen,7675,China,Food Processing,
guangzhou-automobile,1099,Guangzhou Automobile Group,China,672,17021,Qing Zeng,4522,China,Auto & Truck Manufacturers,
guangzhou-rf,964,Guangzhou R&F,China,996.9,4562,Li Zhang,7018,China,Real Estate,
guaranty-trust-bank,1817,Guaranty Trust Bank,Nigeria,490.8,2255,J K Agbaje,1472,Nigeria,Regional Banks,
gudang-garam,1387,Gudang Garam,Indonesia,480.4,9768,Susilo Wonowidjojo,5252,Indonesia,Tobacco,
gunma-bank,1667,Gunma Bank,Japan,239.3,1982,Kazuo Saito,1087,Japan,Regional Banks,
guosen-securities,550,Guosen Securities,China,1813.9,19499,"Cheng He,",6008,China,Investment Services,
guotai-junan-securities,629,Guotai Junan Securities,China,1096.8,22207,De Yang,3699,China,Major Banks,
hm,459,H&M,Sweden,2337.8,60841,Karl-Johan Persson,21725,Sweden,Apparel/Footwear Retail,
hal-trust,749,HAL Trust,Netherlands,698.6,15721,Melchert Groot,8726,Netherlands,Investment Services,
hca-holdings,259,HCA Holdings,United States,2129,32022,R Johnson,39678,Tennessee,Healthcare Services,Tennessee
hcl-technologies,943,HCL Technologies,India,1179.4,17911,Anant Gupta,5916,India,Software & Programming,
hcp,1340,HCP,United States,-514.7,15758,Lauralee Martin,2541,California,Real Estate,California
hd-supply-holdings,1084,HD Supply Holdings,United States,1286,6901,Joseph Deangelo,7887,Georgia,Home Improvement Retail,Georgia
hdfc,404,HDFC,India,1461,26865,Renu Karnad,7949,India,Consumer Financial Services,
hdfc-bank,275,HDFC Bank,India,1957.3,41505,Aditya Puri,11372,India,Regional Banks,
hp,276,HP,United States,3780,21903,Dion Weisler,87974,,Computer Hardware,
hrg-group,1522,HRG Group,United States,-480.9,2814,Omar Asali,5766,New York,Household/Personal Care,New York
hsbc-holdings,14,HSBC Holdings,United Kingdom,13478.6,132956,Stuart Gulliver,70267,United Kingdom,Major Banks,
habib-bank,1800,Habib Bank,Pakistan,341.7,2439,Nauman Dar,1727,Pakistan,Regional Banks,
hachijuni-bank,1643,Hachijuni Bank,Japan,222.1,2398,Yoshiyuki Yamaura,1278,Japan,Regional Banks,
hainan-airlines,1257,Hainan Airlines,China,478.5,5842,Ming Hu,5587,China,Airline,
haitong-securities,334,Haitong Securities,China,2524.6,25080,Qiu Qu,8694,China,Investment Services,
halkbank,878,Halkbank,Turkey,1008.3,4829,Ali Taskesenlioglu,6256,Turkey,Regional Banks,
halliburton,623,Halliburton,United States,-671,35062,David Lesar,23633,Texas,Oil Services & Equipment,Texas
halyk-bank,1787,Halyk Bank,Kazakhstan,538.7,1075,Umut Shayakhmetova,1648,Kazakhstan,Regional Banks,
hammerson,1315,Hammerson,United Kingdom,1110.4,6455,David Atkins,457,United Kingdom,Real Estate,
hana-financial,597,Hana Financial Group,South Korea,779.9,6732,Jung-Tai Kim,11725,South Korea,Regional Banks,
hanergy-thin-film-power-group,1732,Hanergy Thin Film Power Group,Hong Kong,-1578,21028,Ming Dai,363,Hong Kong,Electric Utilities,
hanesbrands,1333,Hanesbrands,United States,428.9,11078,Richard Noll,5732,North Carolina,Apparel/Accessories,North Carolina
hang-lung-group,1580,Hang Lung Group,Hong Kong,414.2,4201,Nan Chen,1229,Hong Kong,Real Estate,
hankook-tire,1572,Hankook Tire,South Korea,579.1,5883,Seung-Hwa Suh,5680,South Korea,,
hankyu-hanshin-holdings,1112,Hankyu Hanshin Holdings,Japan,457.9,8267,Kazuo Sumi,5449,Japan,Railroads,
hanover-insurance-group,1856,Hanover Insurance Group,United States,331.5,3705,Frederick Eppinger,5061,Massachusetts,Property & Casualty Insurance,Massachusetts
hanwa,1839,Hanwa,Japan,95.5,952,Shuji Kita,13234,Japan,Diversified Metals & Mining,
hanwha-chemical,2000,Hanwha Chemical,South Korea,166.2,3767,Han-Hong Bang,7101,South Korea,Diversified Chemicals,
hanwha-corp,897,Hanwha Corp,South Korea,-251.8,2622,Yang-Soo Choi,36558,South Korea,Trading Companies,
harbin-bank,1131,Harbin Bank,China,709,3175,Zhi Guo,3662,China,Regional Banks,
harley-davidson,1126,Harley-Davidson,United States,732.8,8910,Matt Levatich,6072,Wisconsin,Recreational Products,Wisconsin
harman-international,1747,Harman International,United States,343.5,6280,Dinesh Paliwal,6546,Connecticut,Consumer Electronics,Connecticut
harris,1478,Harris,United States,82.9,9951,William Brown,6376,Florida,Communications Equipment,Florida
hartford-financial-services,270,Hartford Financial Services,United States,1673,18011,Christopher Swift,18356,Connecticut,Diversified Insurance,Connecticut
hasbro,1429,Hasbro,United States,473.9,10921,Brian Goldner,4572,Rhode Island,Household/Personal Care,Rhode Island
haseko,1867,Haseko,Japan,428.3,2996,Ikuo Oguri,6036,Japan,Construction Services,
hebei-iron-steel,1226,Hebei Iron & Steel,China,113.2,5250,Gui Li,13441,China,Iron & Steel,
heidelbergcement,485,HeidelbergCement,Germany,887.2,16577,Bernd Scheifele,14931,Germany,Construction Materials,
heilan-home,1761,Heilan Home,China,490.3,7542,Dong Gu,2480,China,Apparel/Footwear Retail,
heineken-holding,292,Heineken Holding,Netherlands,2098.1,23265,Jean-François Van Boxmeer,22745,Netherlands,Beverages,
helvetia-holding,1030,Helvetia Holding,Switzerland,319.7,5587,Stefan Loacker,9453,Switzerland,Diversified Insurance,
henderson-land,624,Henderson Land,Hong Kong,2750.8,21124,Shau Lee,3115,Hong Kong,Real Estate,
hengan-international-group,1474,Hengan International Group,China,522.5,11385,Lin Hui,3154,China,Household/Personal Care,
henkel,316,Henkel,Germany,2130.2,46481,Hans Bylen,20059,Germany,Household/Personal Care,
henry-schein,1004,Henry Schein,United States,479.1,14033,Stanley Bergman,10630,New York,Medical Equipment & Supplies,New York
hermes-international,879,Hermès International,France,1078.5,36427,Henri-Louis Bauer,5368,France,Apparel/Accessories,
hero-motocorp,1670,Hero Motocorp,India,386.8,9007,Pawan Munjal,4493,India,Recreational Products,
hershey,1014,Hershey,United States,513,19465,John Bilbrey,7387,Pennsylvania,Food Processing,Pennsylvania
hertz-global-holdings,1312,Hertz Global Holdings,United States,273,3892,John Tague,10535,Florida,Rental & Leasing,Florida
hess,928,Hess,United States,-3056,20075,John Hess,6682,New York,Oil & Gas Operations,New York
hewlett-packard-enterprise,166,Hewlett Packard Enterprise,United States,2461,30023,Margaret Whitman,51831,,Computer Hardware,
hexagon,1364,Hexagon,Sweden,554,14535,Ola Rollén,3374,Sweden,Other Industrial Equipment,
hikvision,1098,Hikvision,China,938.4,19532,Yang Hu,4084,China,Electronics,
hilton,476,Hilton Worldwide Holdings,United States,1404,21428,Christopher Nassetta,11272,Virginia,Hotels & Motels,Virginia
hindalco-industries,1228,Hindalco Industries,India,139.7,3133,Debnarayan Bhattacharya,16934,India,Aluminum,
hindustan-petroleum,1302,Hindustan Petroleum,India,245.1,4338,Mukesh Surana,34443,India,Oil & Gas Operations,
hiroshima-bank,1630,Hiroshima Bank,Japan,255.3,2460,Isao Sumihiro,1054,Japan,Regional Banks,
hitachi,178,Hitachi,Japan,1977.1,23329,Toshiaki Higashihara,84039,Japan,Electronics,
hokkaido-electric-power,1928,Hokkaido Electric Power,Japan,200.5,1715,Yoshitaka Sato,5984,Japan,Electric Utilities,
hokkoku-bank,1830,Hokkoku Bank,Japan,44.1,862,Tateki Ataka,623,Japan,Regional Banks,
hokuhoku-financial-group,1579,Hokuhoku Financial Group,Japan,246.9,1923,Eishin Ihori,1493,Japan,Regional Banks,
hollyfrontier,1097,HollyFrontier,United States,737.8,6396,George Damiris,13082,Texas,Oil & Gas Operations,Texas
home-depot,112,Home Depot,United States,7009,169777,Craig Menear,88519,Georgia,Home Improvement Retail,Georgia
hon-hai-precision,117,Hon Hai Precision,Taiwan,4625.1,39202,Terry Gou,141152,Taiwan,Electronics,
honda-motor,74,Honda Motor,Japan,4425.8,51090,Takahiro Hachigo,118094,Japan,Auto & Truck Manufacturers,
honeywell-international,138,Honeywell International,United States,4768,86922,David Cote,38581,New Jersey,Conglomerates,New Jersey
hong-kong-exchanges,714,Hong Kong Exchanges,Hong Kong,1026.2,31785,Xiao Li,1666,Hong Kong,Investment Services,
hong-leong-financial,1431,Hong Leong Financial,Malaysia,372.2,4468,Kong Tan,2117,Malaysia,Investment Services,
hormel-foods,872,Hormel Foods,United States,749.4,19957,Jeffrey Ettinger,9161,Minnesota,Food Processing,Minnesota
host-hotels-resorts,1106,Host Hotels & Resorts,United States,558,11463,W Walter,5387,Maryland,Real Estate,Maryland
hoya,1182,Hoya,Japan,771.4,15949,Hiroshi Suzuki,4225,Japan,Electronics,
hua-nan-financial,1273,Hua Nan Financial,Taiwan,443.4,4814,Mao Liu,1747,Taiwan,Consumer Financial Services,
huadian-power-international,664,Huadian Power International,China,1175.7,7716,Bin Chen,10598,China,Electric Utilities,
huaneng-power-international,323,Huaneng Power International,China,2204.8,16291,Pei Cao,20333,China,Electric Utilities,
huatai-securities,598,Huatai Securities,China,1707.7,19196,Wan Wu,4228,China,Investment Services,
huaxia-bank,245,Huaxia Bank,China,3007.4,16687,Yan Cheng,16932,China,Regional Banks,
hudsons-bay,1933,Hudson's Bay,Canada,296.2,2383,Gerald Storch,8611,Canada,,
huishang-bank,904,Huishang Bank,China,980.5,5428,Ming Liu,4958,China,Regional Banks,
humana,326,Humana,United States,1276,26123,Bruce Broussard,54289,Kentucky,Managed Health Care,Kentucky
huntington-bancshares,929,Huntington Bancshares,United States,698.4,8166,Steve Steinour,3258,Ohio,Regional Banks,Ohio
huntington-ingalls-industries,1524,Huntington Ingalls Industries,United States,404,6814,C Petters,7020,Virginia,Aerospace & Defense,Virginia
huntsman,1902,Huntsman,United States,93,3625,Peter Huntsman,10299,Utah,Diversified Chemicals,Utah
husky-energy,896,Husky Energy,Canada,-3009.3,14348,Asim Ghosh,12783,Canada,Oil & Gas Operations,
hyakugo-bank,1743,Hyakugo Bank,Japan,113.9,1004,Tsuyoshi Ueda,668,Japan,Regional Banks,
hyakujushi-bank,1794,Hyakujushi Bank,Japan,89.3,941,Katsuhiko Takesaki,563,Japan,Regional Banks,
hydro-one,1024,Hydro One,Canada,549.5,11002,Mayo Schmidt,5110,Canada,Electric Utilities,
hyosung,1335,Hyosung,South Korea,435.3,4079,Seok-Rae Cho,11008,South Korea,Diversified Metals & Mining,
hyundai-engineering,1201,Hyundai Engineering,South Korea,325.1,3846,Soo-Hyun Jung,16895,South Korea,Construction Services,
hyundai-glovis,1437,Hyundai Glovis,South Korea,333.1,6233,Kyeong-Bae Kim,12963,South Korea,Other Transportation,
hyundai-heavy-industries,819,Hyundai Heavy Industries,South Korea,-1210.6,7670,Kil-Seon Choi,40848,South Korea,Heavy Equipment,
hyundai-marine-fire,1304,Hyundai Marine & Fire,South Korea,187.6,2574,Cheol-Young Lee,10978,South Korea,Property & Casualty Insurance,
hyundai-mobis,297,Hyundai Mobis,South Korea,2699.6,21257,Mong-Ku Chung,32108,South Korea,Auto & Truck Parts,
hyundai-motor,108,Hyundai Motor,South Korea,5670,28938,Gab-Han Yoon,81250,South Korea,Auto & Truck Manufacturers,
hyundai-steel,746,Hyundai Steel,South Korea,648.2,7317,Hak-Seo Kang,14254,South Korea,Iron & Steel,
ibm,41,IBM,United States,12883,142691,Virginia Rometty,80836,New York,Computer Services,New York
ica-gruppen,1284,ICA Gruppen,Sweden,435,6508,Per Torsten Strömberg,11998,Sweden,Food Retail,
icap,1959,ICAP,United Kingdom,205.4,4410,Michael Spencer,1940,United Kingdom,Investment Services,
icbc,1,ICBC,China,44160.3,198042,Jian Jiang,171077,China,Major Banks,
icici-bank,266,ICICI Bank,India,2003.5,22020,Chanda Kochhar,15285,India,Regional Banks,
idbi-bank,1446,IDBI Bank,India,154,2243,Kishore Kharat,5299,India,Regional Banks,
idgc-holding,812,IDGC Holding,Russia,1044.6,1569,Oleg Budargin,12509,Russia,Electric Utilities,
ihh-healthcare,1938,IHH Healthcare,Malaysia,238.9,14176,See Tan,2163,Malaysia,,
ihi,1485,IHI,Japan,-430.3,3600,Tamotsu Saito,12720,Japan,Heavy Equipment,
ims-health-holdings,1759,IMS Health Holdings,United States,417,8817,Ari Bousbib,2921,,Computer Services,
ing-group,55,ING Group,Netherlands,5463.6,49891,Ralph Hamers,55674,Netherlands,Major Banks,
intl-fcstone,1630,INTL FCStone,United States,53.9,539,Sean O'Connor,24469,,Regional Banks,
iss,1383,ISS,Denmark,328.7,7084,Jeff Gravenhorst,11831,Denmark,,
itc,781,ITC,India,1580.4,39392,Yogesh Deveshwar,6286,India,Tobacco,
itv,1198,ITV,United Kingdom,756.3,13146,Adam Crozier,4541,United Kingdom,Broadcasting & Cable,
iberdrola,139,Iberdrola,Spain,2685.3,44087,José Ignacio Galán,34841,Spain,Electric Utilities,
idea-cellular,1386,Idea Cellular,India,537,6361,Himanshu Kapania,5433,India,Telecommunications services,
idemitsu-kosan,1160,Idemitsu Kosan,Japan,-894.8,3396,Kazuhisa Nakano,31786,Japan,Oil & Gas Operations,
iida-group-holdings-co,1584,Iida Group Holdings,Japan,350.8,5805,Kazuhiko Mori,9526,Japan,,
iliad,1456,Iliad,France,371.4,12545,Maxime Lombardini,4895,France,Computer Services,
illinois-tool-works,460,Illinois Tool Works,United States,1909,37767,Ernest Santi,13337,Illinois,Other Industrial Equipment,Illinois
illumina,1330,Illumina,United States,461.6,21119,Jay Flatley,2220,California,Biotechs,California
imperial-tobacco-group,194,Imperial Tobacco Group,United Kingdom,2611.4,49347,Alison Cooper,39054,United Kingdom,Tobacco,
inchcape,1907,Inchcape,United Kingdom,268.6,4230,Stefan Bomhard,10445,United Kingdom,Specialty Stores,
incyte,1931,Incyte,United States,6.5,14394,Hervé Hoppenot,754,Delaware,,Delaware
indian-bank,1931,Indian Bank,India,171.5,726,Mahesh Jain,2817,India,Regional Banks,
indian-oil,371,Indian Oil,India,803.4,15644,Balasubramanian Ashok,70626,India,Oil & Gas Operations,
indian-overseas-bank,1704,Indian Overseas Bank,India,-300,866,R Koteeswaran,4144,India,Regional Banks,
inditex,310,Inditex,Spain,3170.6,103230,Pablo Álvarez De Tejera,23052,Spain,Apparel/Footwear Retail,
indusind-bank,1375,IndusInd Bank,India,349.2,8762,Romesh Sobti,2267,India,Regional Banks,
